q_id,question,golden_answer,run_name,model_name,provider,mode,answer,success,abstained,error_message,latency_seconds,tokens_in,tokens_out,tokens_total,finish_reason,n_retrieved_chunks,retrieved_chunk_ids,citations_in_answer,citation_count,response_length_words,prompt_version,seed,created_at
29,"For Hyundai Metaplant, how many of its Georgia-based EV component suppliers have fewer than 200 employees, flagging potential capacity fragility?","For Hyundai Metaplant, there are 6 Georgia-based EV component suppliers with less than 200 employees, flagging potential capacity fragility.
Enchem America Inc. | Employment: 155
F&P Georgia Manufacturing | Employment: 104
Hyundai Motor Group | Employment: 164
Hyundai Transys Georgia Powertrain | Employment: 130
IMMI | Employment: 100
Racemark International LLC | Employment: 120",qwen14b_rag,qwen2.5:14b,ollama,rag,Insufficient evidence: No data provided about Hyundai Metaplant or employee numbers for suppliers in Georgia.,True,True,,0.874,840,21,861,stop,12,"structured-summary::21a6feccc980,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7",,0,15,v2,42,2026-04-03T01:11:50.358082+00:00
30,"Identify Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk.","There are 2 Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk.
Duckyang | OEMs: Hyundai Kia Rivian
Enchem America Inc. | OEMs: Hyundai Kia Rivian",qwen14b_rag,qwen2.5:14b,ollama,rag,"Insufficient evidence: No companies match all criteria of being Tier 2/3, classified as General Automotive, providing materials to Battery Cell or Battery Pack companies, and suggesting supply chain misalignment risk. [E1][E2][E3][E4][E5][E6]",True,True,,2.379,2288,60,2348,stop,12,"structured-summary::4e55f9dda7ee,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7","E1,E2,E3,E4,E5,E6",6,31,v2,42,2026-04-03T01:11:52.737796+00:00
31,Identify all Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base (serving 'Multiple OEMs').,"There are 11 Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base.
Fouts Brothers Fire Equipment
Hitachi Astemo
Hwashin
Hyundai & LG Energy Solution (LGES)
IMS Gear Georgia Inc.
JAC Products Inc.
Hyundai Industrial Co.
Hyundai MOBIS (Georgia)
Hyundai Transys Georgia Seating Systems
Inalfa Roof Systems Inc.
Jefferson Southern Corp.",qwen14b_rag,qwen2.5:14b,ollama,rag,"77 companies match the criteria of being Georgia-based Tier 1/2 automotive suppliers serving 'Multiple OEMs'. The exact company names are:

Fouts Brothers Fire Equipment [E2]
Hitachi Astemo [E3]
Hwashin [E4]
Hyundai & LG Energy Solution (LGES) [E5]
Hyundai Industrial Co. [E6]
Hyundai MOBIS (Georgia) [E7]
Hyundai Transys Georgia Seating Systems [E8]

(Note: The full list includes 77 companies as stated in the summary, but only those explicitly named and relevant to the question are listed here.)",True,False,,3.607,2071,131,2202,stop,12,"structured-summary::2698f53afff8,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::57,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::75,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::79,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::80,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::81,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::82,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::85","E2,E3,E4,E5,E6,E7,E8",7,76,v2,42,2026-04-03T01:11:56.345567+00:00
32,Identify Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees - their small scale may limit surge production capacity.,"There are 3 Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees.
Freudenberg-NOK | Employment: 160 | Role: Thermal Management
Hyundai Transys Georgia Powertrain | Employment: 130 | Role: Thermal Management
Peerless-Winsmith Inc. | Employment: 160 | Role: Thermal Management",qwen14b_rag,qwen2.5:14b,ollama,rag,"Freudenberg-NOK | Employment: 160 [E2]  
Peerless-Winsmith Inc. | Employment: 160 [E5]",True,False,,1.788,2004,36,2040,stop,12,"structured-summary::137fe6d2a0ba,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::60,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::69,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::84,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::139,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::201,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::204,b7fca5ec-9dbf-5142-9c78-5ef5323c2466","E2,E5",2,11,v2,42,2026-04-03T01:11:58.133855+00:00
33,Identify any EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain?,"There are 27 EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain.
TI Fluid Systems | OEM (Footprint)
Tie Down Engineering | OEM (Footprint)
TN Americas Holding Inc. | OEM (Footprint)
Toyota Industries Group (TACG-TICA) | OEM (Footprint)
Trenton Pressing | OEM (Footprint)
Trenton Pressing Inc. | OEM Supply Chain
Valeo | OEM Supply Chain
Vanguard National Trailer Corp. | OEM Supply Chain
Vernay | OEM Supply Chain
Vista Metals Corp. | OEM Supply Chain
Voestalpine Automotive Body Parts Inc. | OEM Supply Chain
Volvo Cars USA | OEM Supply Chain
Volvo Group North America | OEM Supply Chain
Wabash National Corp. | OEM Supply Chain
Wheelabrator Group Inc. | OEM Supply Chain
WIKA USA | OEM Supply Chain
Woodbridge Foam Corp. | OEM Supply Chain
Woory Industrial Co. | OEM Supply Chain
Yachiyo Manufacturing of America LLC | OEM Supply Chain
Yamaha Motor Manufacturing Corp. | OEM Supply Chain
Yazaki North America | OEM Footprint
YKK USA Inc. | OEM Footprint
ZF Gainesville LLC | OEM Supply Chain
ZF Gainesville LLC | OEM Supply Chain
ZF Gainesville LLC | OEM Footprint",qwen14b_rag,qwen2.5:14b,ollama,rag,No EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain are identified in the provided evidence. All listed companies are categorized under Automotive supply chain participant [E1][E2][E3][E4][E5][E6].,True,False,,2.232,2272,52,2324,stop,12,"structured-summary::0e050afe215a,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7","E1,E2,E3,E4,E5,E6",6,29,v2,42,2026-04-03T01:12:00.365836+00:00
34,"Top 10 Georgia companies based on employment size that supply both General Automotive and EV-specific components, indicating transition readiness?","Top 10 Georgia companies based on the employment size supply both General Automotive and have some EV relevance (Yes or Indirect):

JTEKT North America Corp. | Employment: 860
Kautex Inc. | Employment: 800
Lark United Manufacturing Inc. | Employment: 700
Fouts Brothers Fire Equipment | Employment: 630
Arising Industries Inc. | Employment: 582
Dinex Emissions Inc. | Employment: 500
Lund International Inc. | Employment: 500
Mack Trucks | Employment: 500
Mando America Corp. | Employment: 460
ACM Georgia LLC | Employment: 400",qwen14b_rag,qwen2.5:14b,ollama,rag,"Based on the provided evidence, there are no companies explicitly listed as supplying both General Automotive and EV-specific components with employment size data that meets the criteria for top 10 transition readiness. The list includes companies relevant to general automotive but does not specify those involved in EV-specific components [E1][E2][E3].",True,False,,2.392,2119,66,2185,stop,12,"structured-summary::77c495e051b6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7","E1,E2,E3",3,50,v2,42,2026-04-03T01:12:02.758846+00:00
35,"How many Georgia companies are now producing lithium-ion battery materials, cells, or electrolytes compared to traditional ICE powertrain components?","Georgia has 4 companies producing lithium-ion battery materials, cells, or electrolytes.",qwen14b_rag,qwen2.5:14b,ollama,rag,"Insufficient evidence: No companies are explicitly listed as producing lithium-ion battery materials, cells, or electrolytes. All matches are for ICE powertrain components or related materials. [E1][E2][E3]",True,True,,1.301,866,45,911,stop,12,"structured-summary::6fe3411163be,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::11,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::12,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::13,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::15,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::17,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::18,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::20","E1,E2,E3",3,26,v2,42,2026-04-03T01:12:04.060798+00:00
36,Which Georgia Tier 2/3 suppliers currently produce lightweight aluminum or composite materials and are growing their EV-specific customer base?,"There are 7 Tier 2/3 companies producing lightweight aluminum or composite materials and are growing their EV-specific customer base
Bridgestone Bandag | Product: Composite materials and specialty polymers for automotive components | EV Relevant: Indirect
Dinex Emissions Inc. | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect
Down 2 Earth Trailers | Product: Standard and custom aluminum-lithium products for automotive customers | EV Relevant: Indirect
Eaton Corp. | Product: Aluminum products for various markets including automotive market | EV Relevant: Indirect
Ecoplastic America Corporation | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect
Erdrich USA Inc. | Product: Aluminum sheet for automotive bodies | EV Relevant: Indirect
Global Powertrain Systems LLC | Product: Motor vehicle brake systems and parts Fabricates metal products, including coate | EV Relevant: Indirect",qwen14b_rag,qwen2.5:14b,ollama,rag,Insufficient evidence: None of the provided companies produce lightweight aluminum or composite materials specifically for EVs according to the given data. [E1][E2][E3][E4][E5][E6][E7][E8],True,True,,1.777,1500,51,1551,stop,12,"structured-summary::25e0f238f7be,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::11,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::12,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::13,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::15,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::17,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::18,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::20","E1,E2,E3,E4,E5,E6,E7,E8",8,22,v2,42,2026-04-03T01:12:05.838273+00:00
37,"Identify Georgia companies whose product descriptions include 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' — these signal EV powertrain electronics growth.","There is only 1 Georgia company with 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' product signals.
GSC Steel Stamping LLC | Product: Deep grove ball bearings Toyota Industries Electric Systems North 255 DC-to-DC converters",qwen14b_rag,qwen2.5:14b,ollama,rag,"Insufficient evidence: None of the provided company descriptions include 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller'.",True,True,,1.887,2291,32,2323,stop,12,"structured-summary::2f8da48268ae,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7",,0,15,v2,42,2026-04-03T01:12:07.726042+00:00
38,"Which Georgia automotive companies employ over 1,000 workers but are currently categorized as only ""Indirectly Relevant"" to the EV sector, indicating a massive workforce pool ready for a strategic pivot?","There are 3 Georgia automotive companies employ more than 1,000 workers while being categorized as Indirectly Relevant to the EV sector:
TCI Powder Coatings: 1,200 employees
Teklas USA: 1,300 employees
Textron Specialized Vehicles: 1,225 employees",qwen14b_rag,qwen2.5:14b,ollama,rag,"Insufficient evidence: No companies in the provided list employ over 1,000 workers.",True,True,,0.67,2296,21,2317,stop,12,"structured-summary::7a5edacedc13,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7",,0,12,v2,42,2026-04-03T01:12:08.396547+00:00
39,"Which three Georgia companies have the largest employment in EV thermal management, and how many employees does each have?","The 3 companies with the largest thermal-management-related employment in Georgia are:
Novelis Inc.: 200 employees
Freudenberg-NOK: 160 employees
Peerless-Winsmith Inc.: 160 employees",qwen14b_rag,qwen2.5:14b,ollama,rag,"ZF Gainesville LLC | Employment: 17500
Peerless-Winsmith Inc. | Employment: 160
Freudenberg-NOK | Employment: 160 [E1]",True,False,,1.264,763,46,809,stop,12,"structured-summary::728df57f7bab,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::60,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::84,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::139,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::204,472bd690-20b8-51ff-afd0-b89e6b60b72c,0660f09f-b71a-5ecd-b49f-e7114732c8db,b7fca5ec-9dbf-5142-9c78-5ef5323c2466",E1,1,16,v2,42,2026-04-03T01:12:09.661187+00:00
40,"Which companies are involved in thermal-related products or services, and what roles and facility types are they associated with?","There are 4 companies involved in thermal-related products or services, along with their associated EV supply chain roles and primary facility types are:
Freudenberg-NOK | Role: Thermal Management | Facility type: Manufacturing Plant
Hyundai Transys Georgia Powertrain | Role: Thermal Management | Facility type: Manufacturing Plant
Novelis Inc. | Role: Thermal Management | Facility type: Manufacturing Plant
Peerless-Winsmith Inc. | Role: Thermal Management | Facility type: Manufacturing Plant",qwen14b_rag,qwen2.5:14b,ollama,rag,"Thermal Ceramics Inc. | EV Supply Chain Role: Vehicle Assembly | Primary Facility Type: Manufacturing Plant [E1]
Vista Metals Corp. | EV Supply Chain Role: EV and ICE component manufacturing | Primary Facility Type: Manufacturing plant [E2]",True,False,,2.497,2630,53,2683,stop,12,"27eb95fd-0434-59f7-bacb-da618c96348d,0660f09f-b71a-5ecd-b49f-e7114732c8db,fbe692d7-15ba-5868-867b-440245f4b83f,130bdace-b324-5b5d-a902-4de0e5b9b584,0319f443-6def-511d-8e4a-3a9ffeec5f7f,994b5fa9-5463-5a63-9aa5-f9e884dea71f,222dcbf4-5c1b-5603-989f-0689b7e318eb,f596ab49-8611-56ab-b41e-b9424c975fc9","E1,E2",2,37,v2,42,2026-04-03T01:12:12.158570+00:00
41,Which Tier 1/2 Georgia companies listed under General Automotive suggest a gradual evolution toward EV-related products or markets?,"There are 6 Tier 1/2 Georgia companies listed under General Automotive suggest a gradual evolution toward EV-related products or markets.
Fouts Brothers Fire Equipment | Product: Automotive body parts and electronics Cylinder-head and specialty gaskets, housing modules and shielding systems for engines, transmissions, exhaust systems and auxiliary units
Hyundai Industrial Co. | Product: Automotive batteries
Hyundai MOBIS (Georgia) | Product: Capacitors, electronic automotive components
Hyundai Transys Georgia Seating Systems | Product: Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts
Inalfa Roof Systems Inc. | Product: Automotive electronic safety systems
Jefferson Southern Corp. | Product: High current switches and resistors for automotive HVAC systems",qwen14b_rag,qwen2.5:14b,ollama,rag,"Fouts Brothers Fire Equipment [E2], Hyundai Industrial Co. [E6], Hyundai MOBIS (Georgia) [E7], and Hyundai Transys Georgia Seating Systems [E8] suggest a gradual evolution toward EV-related products or markets as they are categorized under Tier 1/2, have an Employment count of at least 110 employees each, and their EV / Battery Relevant status is listed as Indirect.",True,False,,2.847,2058,89,2147,stop,12,"structured-summary::92e46aa8e85b,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::57,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::75,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::79,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::80,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::81,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::82,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::85","E2,E6,E7,E8",4,57,v2,42,2026-04-03T01:12:15.006227+00:00
42,How is demand for thermal management solutions reflected in the number and employment size of Georgia Thermal Management suppliers?,"There are 4 companies for Thermal Management suppliers in Georgia
Employment Size: 650
Freudenberg-NOK | Employment: 160
Hyundai Transys Georgia Powertrain | Employment: 130
Novelis Inc. | Employment: 200
Peerless-Winsmith Inc. | Employment: 160",qwen14b_rag,qwen2.5:14b,ollama,rag,"The demand for thermal management solutions in Georgia is reflected through 3 suppliers, each contributing to employment as follows:

1. Freudenberg-NOK | Employment: 160 [E2]
2. Hyundai Transys Georgia Powertrain | Employment: 130 [E3]
3. Peerless-Winsmith Inc. | Employment: 160 [E4]

ZF Gainesville LLC, while involved in EV thermal management and power electronics, is not specifically categorized under the Thermal Management role for this summary [E5][E7].",True,False,,3.585,2610,113,2723,stop,12,"structured-summary::96be9029bb76,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::60,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::84,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::139,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::204,0660f09f-b71a-5ecd-b49f-e7114732c8db,b7fca5ec-9dbf-5142-9c78-5ef5323c2466,2473a755-88a8-5ca8-b027-6a1767d1a1a3","E2,E3,E4,E5,E7",5,66,v2,42,2026-04-03T01:12:18.592129+00:00
43,"Which Georgia companies are involved in battery recycling or second-life battery processing, reflecting the emerging circular economy trend?","There are 3 Georgia companies involved in battery recycling or end-of-life processing:
Enplas USA Inc. | Product: Recycler of lithium ion batteries
EVCO Plastics | Product: Recycler of copper, precious metals, and non-ferrous materials
F&P Georgia Manufacturing | Product: Lithium-ion battery recycler and raw materials provider",qwen14b_rag,qwen2.5:14b,ollama,rag,Insufficient evidence: No companies involved in battery recycling or second-life battery processing are listed.,True,True,,1.623,2276,19,2295,stop,12,"structured-summary::3bb962a161bc,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7",,0,14,v2,42,2026-04-03T01:12:20.216269+00:00
44,"Which Georgia suppliers appear to play innovation-stage roles through research, development, or prototyping activity?","There is only 1 Georgia company that clearly appears to be an innovation-stage roles through research, development, or prototyping activity.
Racemark International LLC | Product: Manufacturing and R&D engine parts for EV",qwen14b_rag,qwen2.5:14b,ollama,rag,"Insufficient evidence: No companies are listed as playing innovation-stage roles through research, development, or prototyping activity.",True,True,,0.713,2274,24,2298,stop,12,"structured-summary::cb9e14ae67b4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7",,0,16,v2,42,2026-04-03T01:12:20.929509+00:00
45,"Which Georgia suppliers currently serving traditional OEMs are also linked to EV-native OEMs, showing dual-platform supply capability?","There are 5 Georgia-based suppliers that exhibit dual-platform supply capability, as they are linked to both traditional OEMs such as Hyundai/Kia and the EV-native OEM Rivian.
Duckyang
GSC Steel Stamping LLC
Hyundai Transys Georgia Powertrain
Enchem America Inc.
Racemark International LLC",qwen14b_rag,qwen2.5:14b,ollama,rag,"Based on the provided evidence, there are no specific companies listed that explicitly state dual-platform supply capability for both traditional OEMs and EV-native OEMs. The information given does not specify which suppliers serve EV-native OEMs separately from traditional ones. Therefore:

Insufficient evidence: No company is specified as serving both traditional and EV-native OEMs.",True,True,,1.587,2278,69,2347,stop,12,"structured-summary::8a5bda7fbcad,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7",,0,53,v2,42,2026-04-03T01:12:22.517743+00:00
46,Identify Georgia areas that currently lack Battery Cell or Battery Pack suppliers but have existing Tier 1 general automotive infrastructure.,"There are 37 Georgia counties with Tier 1 automotive presence but NO Battery Cell/Pack suppliers. The counties and counts are:
Troup County: 9
Hall County: 5
Chatham County: 4
Gwinnett County: 4
Floyd County: 4
Bartow County: 2
Dade County: 2
Davis County: 2
Effingham County: 2
Franklin County: 2
Fulton County: 2
Harris County: 2
Laurens County: 2
Meriwether County: 2
Whitfield County: 2
Bibb County: 1
Bulloch County: 1
Candler County: 1
Carroll County: 1
Cherokee County: 1
Clarke County: 1
Cobb County: 1
Coffee County: 1
Crisp County: 1
Fannin County: 1
Fayette County: 1
Gordon County: 1
Grady County: 1
Haralson County: 1
Hart County: 1
Liberty County: 1
Newton County: 1
Pike County: 1
Polk County: 1
Richmond County: 1
Walker County: 1
Walton County: 1",qwen14b_rag,qwen2.5:14b,ollama,rag,"Commerce, Forsyth County [E2][E3]
Warrenton, Warren County [E4]
Lagrange, Troup County [E5]
West Point, Troup County [E6][E8]
Macon, Bibb County [E7]",True,False,,2.122,1908,57,1965,stop,12,"structured-summary::e20f3d5a7c57,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::91,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::92,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::93,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::94,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::96,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::97,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::98","E2,E3,E4,E5,E6,E8,E7",7,21,v2,42,2026-04-03T01:12:24.640574+00:00
47,"For a new Tier 1 battery thermal management company looking to locate in Georgia, which areas offer the highest density of compatible upstream material suppliers?","There are 22 Materials companies distributed across 18 areas in the Georgia automotive ecosystem. Below are the Georgia counties and locations with the count of Materials companies in each area:
Troup County: 2
Gainesville, Hall County: 2
Augusta, Richmond County: 2
Cartersville, Bartow County: 2
Statesboro, Bulloch County: 1
Griffin, Spalding County: 1
Elberton, Elbert County: 1
Canton, Cherokee County: 1
Thomson, McDuffie County: 1
Madison, Morgan County: 1
Covington, Newton County: 1
Marietta, Cobb County: 1
Cumming, Forsyth County: 1
Albany, Dougherty County: 1
Dahlonega, Lumpkin County: 1
Carroll County: 1
Hartwell, Hart County: 1
Macon, Bibb County: 1",qwen14b_rag,qwen2.5:14b,ollama,rag,"The areas in Georgia offering the highest density of compatible upstream material suppliers for a new Tier 1 battery thermal management company are Richmond County, Newton County, and statewide / unspecified locations [E3]. These regions have significant presence of companies involved in battery materials [E3], which would be relevant to thermal management operations.",True,False,,1.816,1200,64,1264,stop,12,"structured-summary::e161afbd0c30,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::139,2473a755-88a8-5ca8-b027-6a1767d1a1a3,3fa0c1fd-3be3-5521-8a9b-ecbbb5b8a751,472bd690-20b8-51ff-afd0-b89e6b60b72c,b7fca5ec-9dbf-5142-9c78-5ef5323c2466,0660f09f-b71a-5ecd-b49f-e7114732c8db,222dcbf4-5c1b-5603-989f-0689b7e318eb",E3,1,53,v2,42,2026-04-03T01:12:26.456903+00:00
