question,reference_answer,answer,latency_seconds,success,error_message
"Within 'Rubber and Miscellaneous Plastic Products', which companies are EV / Battery Relevant = Yes?",,"Within 'Rubber and Miscellaneous Plastic Products', there are no companies listed as EV / Battery Relevant = Yes based on the provided evidence.",1.15,True,
"Show all companies whose EV Supply Chain Role is General Automotive but EV / Battery Relevant = Yes, and include Product / Service.",,"The provided evidence does not specify which companies have an ""EV / Battery Relevant"" value of Yes. Therefore, I cannot list specific companies based on this criterion. The evidence only lists companies under the EV Supply Chain Role of General Automotive without indicating their relevance to EV or battery products specifically.",1.86,True,
"Which companies are in the Charging Infrastructure role, and what is their Category and Location?",,"Charging Infrastructure role:
- Company: Morgan Corp. | Category: Tier 1 | Location: Lawrenceville, Gwinnett County",0.8,True,
"List all companies linked to Hyundai Kia and include their Category, EV Supply Chain Role, and Location.",,"**General Automotive**
- Racemark International LLC | Category: Tier 1 | Location: Calhoun, Gordon County
- Duckyang | Category: Tier 2/3 | Location: Augusta, Richmond County

**Battery Cell**
- Honda Development & Manufacturing | Category: Tier 1/2 | Location: Pembroke, Bryan County
- Hitachi Astemo Americas Inc. | Category: Tier 1/2 | Location: Coweta County

**Battery Pack**
- Hyundai Industrial Co. | Category: Tier 1/2 | Location: Valdosta, Lowndes County
- F&P Georgia Manufacturing | Category: Tier 1/2 | Location: Toccoa, Stephens County",3.31,True,
"Which companies are linked to Hyundai Motor Group, and what Products / Services do they provide?",,"**Battery Pack**
- **Hyundai Motor Group**: Battery parts for electric vehicles

The provided evidence only includes information about Hyundai Motor Group and does not list any other companies linked to it. Therefore, no additional companies can be listed based on the given data.",1.25,True,
Identify suppliers linked to Rivian Automotive and show their Employment and Location.,,"**General Automotive**
- Company: Rivian Automotive | Employment: 105 | Location: Gainesville, Hall County

The provided evidence does not include any other suppliers linked to Rivian Automotive.",1.06,True,
List all entries where Primary OEMs = Multiple OEMs and compute the median Employment for those entries.,,"The provided evidence does not specify any entries where Primary OEMs = Multiple OEMs. Therefore, it's not possible to compute the median Employment for those entries based on the given data.",1.2,True,
Which companies are linked to Mercedes-Benz USA LLC and what EV / Battery Relevant status do they have?,,"The company linked to Mercedes-Benz USA LLC and its EV / Battery Relevant status is:

- **Mercedes-Benz USA LLC** | EV / Battery Relevant: Indirect

Note: The provided evidence only includes information about Mercedes-Benz USA LLC and does not list any other companies directly linked to it. Therefore, no additional companies can be listed based on the given data.",1.64,True,
Find the company (or companies) linked to SK Battery America and provide its EV Supply Chain Role and Location.,,"**SK Battery America**
- **EV Supply Chain Role:** Materials  
- **Location:** Hartwell, Hart County",0.75,True,
List all companies linked to Club Car LLC and include their EV Supply Chain Role and Product / Service.,,"No additional companies linked to Club Car LLC are listed in the provided evidence. The information given only pertains to Club Car LLC itself, with details including its EV Supply Chain Role as ""Materials"" and Product / Service as ""Injection molded plastic automotive parts"".",1.24,True,
"Which companies are linked to Blue Bird or Blue Bird Corp., and what is their Primary Facility Type?",,"There is no information provided about companies linked to Blue Bird or Blue Bird Corp. and their Primary Facility Type in the given evidence. The evidence only specifies details about Blue Bird Corp.'s role in the EV supply chain, location, employment numbers, and does not mention any other companies or their facility types.",1.4,True,
"Show all companies linked to Yamaha Motor Manufacturing Corp. and include Category, Location, and Employment.",,"**Advanced electrical architecture for EVs**
- Company: Yamaha Motor Manufacturing Corp. | Category: OEM Supply Chain | Location: Georgia | Employment: 190000",0.97,True,
"For each Primary OEM listed (excluding blanks), count how many companies are associated with it.",,"For each Primary OEM listed (excluding blanks), there are companies associated as follows:

- Vehicle Assembly:
  - Kia Georgia Inc. | Appling, Columbia County | Employment: 777
  - Superior Essex Inc. | Pembroke, Bryan County | Employment: 8100
  - Suzuki Manufacturing of America Corp. | Monroe, Walton County | Employment: 7500
  - TCI Powder Coatings | Troup County | Employment: 3000
  - TE Connectivity | Fort Valley, Peach County | Employment: 1900
  - Teklas USA | Coweta County | Employment: 1800
  - Textron Specialized Vehicles | Augusta, Richmond County | Employment: 1100
  - Thermal Ceramics Inc. | Jefferson, Jackson County | Employment: 3000
  - Thomson Plastics Inc. | Covington, Newton County | Employment: 1000

- General Automotive:
  - Minebea AccessSolutions USA Inc. | Atlanta, Fulton County | Employment: 400

- Vehicle safety systems OEM (EV + ICE):
  - TI Fluid Systems | Georgia (facility presence) | Employment: 80",5.24,True,
Which Primary OEM has the highest total Employment across its associated companies (excluding blanks)?,,"Vehicle Assembly:
- Superior Essex Inc. | Employment: 8100
- Suzuki Manufacturing of America Corp. | Employment: 7500
- TCI Powder Coatings | Employment: 3000
- Thermal Ceramics Inc. | Employment: 3000
- TE Connectivity | Employment: 1900
- Teklas USA | Employment: 1800
- Textron Specialized Vehicles | Employment: 1100
- Kia Georgia Inc. | Employment: 777
- Thomson Plastics Inc. | Employment: 1000

Vehicle Assembly OEMs have the highest total employment with a combined total of 26,357 employees.",3.02,True,
"Identify any companies that supply to more than one OEM based on the Primary OEMs field (e.g., entries like 'Hyundai Kia Rivian') and list them.",,"The provided evidence does not include a ""Primary OEMs"" field or any information indicating which companies supply to more than one OEM. Therefore, it's not possible to identify such companies based on the given data.",1.01,True,
"Among companies linked to 'Hyundai Kia Rivian', list their EV Supply Chain Role and Product / Service.",,"**General Automotive**
- Racemark International LLC | Manufacturing and R&D engine parts for EV
- Duckyang | High-quality electrodeposited (ED) copper foil for electric vehicles
- Hyundai Industrial Co. | Automotive batteries

**Battery Pack**
- Hyundai Motor Group | Battery parts for electric vehicles

**Thermal Management**
- Hyundai Transys Georgia Powertrain | Electrical heaters, control units, and actuators",2.21,True,
Find all companies linked to Porsche Cars North America Inc. and provide their Location and Employment.,,"**Tier 1**
- Company: Porsche Cars North America Inc. | Location: Cairo, Grady County | Employment: 125",0.86,True,
"Which OEM-linked entries are missing Supplier or Affiliation Type, and what are their Categories?",,"Vehicle Assembly:
- Kia Georgia Inc. | Category: OEM
- Minebea AccessSolutions USA Inc. | Category: OEM
- Superior Essex Inc. | Category: OEM
- Suzuki Manufacturing of America Corp. | Category: OEM
- TCI Powder Coatings | Category: OEM
- TDK Components USA Inc. | Category: OEM
- TE Connectivity | Category: OEM
- Teklas USA | Category: OEM
- Textron Specialized Vehicles | Category: OEM
- Thermal Ceramics Inc. | Category: OEM
- Thomson Plastics Inc. | Category: OEM

Vehicle safety systems OEM (EV + ICE):
- TI Fluid Systems | Category: OEM",3.04,True,
"Which 10 companies have the highest Employment, and what are their Categories and Locations?",,"Woory Industrial Co. | Category: OEM Supply Chain | Location: Georgia  
Vernay | Category: OEM Supply Chain | Location: Georgia  
Bosch (Automotive Division) | Category: Tier 2/3 | Location: Thomson, McDuffie County  
DeKalb Tool & Die Inc. | Category: Tier 2/3 | Location: Calhoun, Gordon County  
GLOVIS Georgia LLC | Category: Tier 2/3 | Location: Dublin, Laurens County  

Note: The provided evidence does not include enough companies to list the top 10 by employment numbers. Only five companies with specific employment figures were found in the given data.",3.19,True,
"Which 10 companies have the lowest Employment, and what are their EV Supply Chain Roles?",,"**Materials**
- First American Resources | Employment: 60 | EV Supply Chain Role: Materials
- Bosch (Automotive Division) | Employment: 250 | EV Supply Chain Role: Materials

**General Automotive**
- DeKalb Tool & Die Inc. | Employment: 70 | EV Supply Chain Role: General Automotive
- Ecoplastic Corporation | Employment: 160 | EV Supply Chain Role: General Automotive
- GLOVIS Georgia LLC | Employment: 90 | EV Supply Chain Role: General Automotive

The provided evidence does not include exactly 10 companies with the lowest employment, but these are all matches from the given data.",3.03,True,
"Among EV / Battery Relevant = Yes companies, which company has the highest Employment and what is its Product / Service?",,"Among companies with EV / Battery Relevant = Yes, Superior Essex Inc. has the highest Employment of 8100 and its Product / Service is Electric vehicles and batteries. 

For other roles:
- Vehicle Assembly: None found besides Superior Essex Inc.
- Battery Cell: Hitachi Astemo Americas Inc. (Employment: 723) and Honda Development & Manufacturing (Employment: 400)
- Battery Pack: IMMI (Employment: 100)

General Automotive: Hyundai Industrial Co. (Employment: 182, EV / Battery Relevant = Indirect)",2.93,True,
Compare total Employment between EV / Battery Relevant groups (Yes vs Indirect vs No).,,"EV / Battery Relevant: Yes  
- TN Americas Holding Inc.: 19600  
- Honda Development & Manufacturing: 400  
- Tie Down Engineering: 2000  

EV / Battery Relevant: Indirect  
- Hyundai Industrial Co.: 182  
- RealTruck: 110  
- Robert Bosch LLC: 100  
- Arising Industries Inc.: 582  
- NVH Korea: 200",2.47,True,
"For each EV Supply Chain Role, calculate total Employment and identify the top 3 roles by total Employment.",,"Total Employment by EV Supply Chain Role:

**Materials**
- Blue Ridge Manufacturing: 270
- Bosch (Automotive Division): 250
- Daesol Ausys: 97

Total Employment for Materials = 617

**General Automotive**
- Adient: 180
- Continental Automotive: 160
- DaeChang Seat Company: 135
- Denkai America: 50

Total Employment for General Automotive = 525

The top 3 roles by total employment are:
1. Materials (617)
2. General Automotive (525)",3.13,True,
"Within Tier 1 suppliers, what is the Employment range (min and max) and which companies correspond to those extremes?",,"The provided evidence does not include employment numbers or ranges, so it's not possible to determine the Employment range (min and max) and corresponding companies from this data.",1.18,True,
"Within Tier 2/3 suppliers, what is the average Employment by Industry Group?",,"The companies within Tier 2/3 suppliers are grouped by their EV Supply Chain Role as follows:

General Automotive:
- ACM Georgia LLC
- ADVICS Manufacturing Georgia LLC
- ALBAform Inc.
- AVS
- Adient
- Ajin Georgia
- Anovion Technologies
- Apache Mills Inc.
- Aptiv
- Archer Aviation Inc.
- Arising Industries Inc. (listed twice, likely a duplicate)
- Big Tex Trailer Manufacturing Inc.
- Bonnell Aluminum
- Bosal Industries Georgia
- Carcoustics USA
- Continental Automotive
- Continental Tire the Americas LLC
- DaeChang Seat Company
- Daesol Material Georgia, LLC
- Daimler Truck North America
- DeKalb Tool & Die Inc.
- Decostar Industries
- Denkai America
- Denso Manufacturing Georgia
- Die-Tech Industries Inc.
- Dinex Emissions Inc.
- Dongwon Autopart Technology Georgia LLC
- Dorsett Industries Inc.
- Down 2 Earth Trailers
- Duckyang
- Eaton Corp.
- Ecoplastic America Corporation
- Ecoplastic Corporation
- Elan Technology Inc.
- Enchem America Inc.
- Enplas USA Inc.
- Erdrich USA Inc.
- FOX Factory
- FREYR Battery
- Flambeau Inc.
- Freudenberg-NOK
- GEDIA Georgia LLC
- GLOVIS Georgia LLC
- Global Powertrain Systems LLC
- Goodyear Tire & Rubber Co.
- Great Dane LP
- Great Dane Trailers
- Grudem
- HELLA Automotive Sales Inc.
- HEXPOL Compounding Corp.
- Haering Precision USA LP
- Hanon Systems USA LLC

Materials:
- Ascend Elements
- Aspen Aerogels
- Aurubis
- Beaver Manufacturing Co. Inc.
- Blue Bird Corp.
- Blue Ridge Manufacturing
- Boogook Industries
- Bosch (Automotive Division)
- Bridgestone Bandag
- Club Car LLC
- Constellium Automotive USA
- DAEHAN Solution Georgia LLC
- DAS Corp.
- Daesol Ausys
- EVCO Plastics
- Fanello Industries Inc.
- First American Resources
- Haering Precision USA LP
- SungEel Recycling Park Georgia

Power Electronics:
- GSC Steel Stamping LLC

Thermal Management:
- Freudenberg-NOK

The evidence does not provide specific employment numbers for each company, so the average Employment by Industry Group cannot be calculated.",10.09,True,
Which counties have the highest total Employment among Tier 1 suppliers only?,,"The provided evidence does not include employment numbers or county locations for Tier 1 suppliers, so it's not possible to determine which counties have the highest total Employment among Tier 1 suppliers based on this information.",1.3,True,
"In Gwinnett County, which company has the highest Employment and what is its EV Supply Chain Role?",,"In Gwinnett County, Grudem has the highest Employment of 807 and its EV Supply Chain Role is General Automotive.",1.15,True,
"Among companies with Primary Facility Type = R&D, which one has the highest Employment and what is its Location?",,"The provided evidence does not include any companies with a Primary Facility Type of R&D. Therefore, it's not possible to answer the question based on the given information.",1.27,True,
List all companies with Employment between 200 and 500 (inclusive) that are EV / Battery Relevant = Yes.,,"**Tier 1/2**
- Honda Development & Manufacturing | Employment: 400

**Battery Cell**
- Hitachi Astemo Americas Inc. | Employment: 723",1.37,True,
Which Industry Group has the highest total Employment across all companies?,,"The Industry Group with the highest total Employment across all companies based on the provided evidence is:

General Automotive:
- DaeChang Seat Company | Employment: 135
- Denkai America | Employment: 50
- Grudem | Employment: 807
- Ecoplastic Corporation | Employment: 160

Materials:
- Blue Bird Corp. | Employment: 275
- Bosch (Automotive Division) | Employment: 250
- Daesol Ausys | Employment: 97

Vehicle safety systems OEM (EV + ICE):
- TI Fluid Systems | Employment: 80",3.07,True,
"For each Category, compute the average Employment and identify which Category has the highest average.",,"For each Category, the average Employment and the highest average Employment are as follows:

**Tier 2/3 (General Automotive)**
- Companies: Adient, AVS, DaeChang Seat Company, Denkai America, GLOVIS Georgia LLC
- Average Employment: (180 + 310 + 135 + 50 + 90) / 5 = 164

**Tier 2/3 (Materials)**
- Companies: Blue Bird Corp., Bosch (Automotive Division), Daesol Ausys
- Average Employment: (275 + 250 + 97) / 3 = 207.67

The Category with the highest average Employment is Tier 2/3 (Materials).",3.69,True,
"Identify companies with Employment >= 10,000 and list their Category and Classification",,"Toyota Industries Group (TACG-TICA) | Category: OEM (Footprint) | EV Supply Chain Role: OEM parent group footprint (electric truck strategy)

Note: No other companies meet the criteria of Employment >= 10,000 based on the provided evidence.",1.71,True,
Method.,,"General Automotive:
- ALBAform Inc.
- Ajin Georgia
- Adient
- DeKalb Tool & Die Inc.
- Apache Mills Inc.
- Denkai America

Materials:
- DAS Corp.
- DAEHAN Solution Georgia LLC",1.63,True,
"Among OEM categories (OEM, OEM Supply Chain, OEM Footprint, OEM (Footprint)), which has the highest total Employment?",,"The provided evidence does not include employment numbers for companies under any of the OEM categories (OEM, OEM Supply Chain, OEM Footprint, OEM (Footprint)). Therefore, it's not possible to determine which category has the highest total Employment based on the given information.",1.54,True,
"Which EV Supply Chain Role is most concentrated in a single county (i.e., the role where one county contains the largest share of that role's companies)?",,"Based on the provided evidence, the EV Supply Chain Role most concentrated in a single county is ""Materials"" which is located entirely within Dougherty County:

Company: First American Resources | Location: Albany, Dougherty County | Employment: 60 | EV / Battery Relevant: No

There are no other companies listed with the Materials role in different counties.",2.01,True,
"Identify EV Supply Chain Roles that have only one company in the dataset, and list the company for each such role.",,"General Automotive: Peterson Spring

Materials: None of the companies listed under ""Materials"" role are unique; multiple companies fall into this category.",1.11,True,
Which counties have the fewest companies overall (excluding rows with Location = Georgia)? Provide the bottom 5 counties by company count.,,"The provided evidence does not contain enough information to determine which counties have the fewest companies overall, as most entries list ""Georgia"" without specifying a particular county. The exceptions include Troup County and Coweta County but do not provide a comprehensive list of all companies by county. Therefore, it is incomplete for determining the bottom 5 counties by company count.

Troup County:
- ADVICS Manufacturing Georgia LLC
- Sejong Georgia LLC

Coweta County:
- Dongwon Autopart Technology Georgia LLC",2.49,True,
"For Tier 1 suppliers, identify any counties that have only one Tier 1 supplier and name that supplier.",,"For Tier 1 suppliers, there is no specific information provided about counties and their supplier counts. The evidence lists companies under different EV Supply Chain Roles but does not specify locations or county-level details to determine if any county has only one Tier 1 supplier. Therefore, the answer cannot be determined from the given evidence.",1.72,True,
"Identify any companies that appear multiple times in the dataset, and for each, list the distinct EV Supply Chain Roles recorded.",,There are no companies that appear multiple times in the dataset with distinct EV Supply Chain Roles recorded. Each company listed has only one entry in the provided evidence.,1.23,True,
"For the company 'ZF Gainesville LLC', list all rows and compare their Categories, EV Supply Chain Roles, and Locations.",,"**Categories, EV Supply Chain Roles, and Locations for ZF Gainesville LLC**

**OEM Supply Chain**
- **EV body, powertrain, and thermal components**: Georgia
- **EV thermal management and power electronics**: Georgia

**OEM Footprint**
- **EV thermal systems and electronics**: Georgia",1.68,True,
"For the company 'Novelis Inc.', list the different Locations and Primary Facility Types recorded.",,"**General Automotive**
- Location: Gainesville, Hall County | Employment: 260 | Primary Facility Type: Motor vehicle transmissions
- Location: Trenton, Dade County | Employment: 205 | Primary Facility Type: Seat, interior, and precision metal stamping

**Thermal Management**
- Location: Lawrenceville, Gwinnett County | Employment: 200 | Primary Facility Type: Acoustic and thermally effective automotive components",2.18,True,
"For the company 'Sewon America Inc.', list each recorded Product / Service and the associated Location.",,"**General Automotive**
- Product / Service: Automotive aftermarket parts | Location: Atlanta, Fulton County
- Product / Service: Motor vehicle engines and parts | Location: Athens, Clarke County
- Product / Service: Fire truck bodies | Location: Marietta, Cobb County",1.44,True,
Which Industry Groups have both Tier 1 and Tier 2/3 suppliers present? Provide the Industry Group names.,,"Charging Infrastructure:
- Tier 1 and Tier 2/3 suppliers present

General Automotive:
- Tier 1 and Tier 2/3 suppliers present",1.46,True,
"Within Materials companies, which county has the highest number of Materials entries, and what are the companies?",,"Grouped by EV Supply Chain Role:
- Materials:
  - Ascend Elements
  - Aspen Aerogels
  - Aurubis
  - Beaver Manufacturing Co. Inc.
  - Blue Bird Corp.
  - Blue Ridge Manufacturing
  - Boogook Industries
  - Bosch (Automotive Division)
  - Bridgestone Bandag
  - Club Car LLC
  - Constellium Automotive USA
  - DAEHAN Solution Georgia LLC
  - DAS Corp.
  - Daesol Ausys
  - EVCO Plastics
  - Fanello Industries Inc.
  - First American Resources
  - Haering Precision USA LP
  - PHA Body Systems LLC
  - Panasonic Automotive Systems Co.
  - SK Battery America
  - Sumitomo Electric Wiring Systems
  - SungEel Recycling Park Georgia

The evidence does not specify the county for each company, so it is unclear which county has the highest number of Materials entries.",4.01,True,
"Which counties have Battery Pack or Battery Cell activity, and how many companies are in each of those roles per county?",,"**Battery Cell Activity:**
- Coweta County: 2 companies (Hitachi Astemo Americas Inc., Honda Development & Manufacturing)
- Bryan County: 1 company (Honda Development & Manufacturing)

**Battery Pack Activity:**
- Stephens County: 1 company (F&P Georgia Manufacturing)
- Decatur County: 1 company (Hollingsworth & Vose Co.)
- Henry County: 1 company (Hyundai Motor Group)
- Jackson County: 1 company (IMMI)",2.57,True,
Identify companies marked as EV / Battery Relevant = No but still categorized as Tier 1 or Tier 1/2; list them with their Product / Service.,,"The provided evidence does not contain information about companies marked as EV / Battery Relevant = No. Therefore, it's not possible to list such companies based on the given data.",1.31,True,
"Which Supplier or Affiliation Type categories exist in the dataset, and how many companies fall under each?",,"The dataset includes companies categorized under ""Tier 1"" and ""Tier 2/3"".

- Tier 1: Lear Corporation, Oneda Corp., Morgan Corp. (3 companies)
- Tier 2/3: DeKalb Tool & Die Inc., Bosch (Automotive Division), Apache Mills Inc., Arising Industries Inc., Ecoplastic America Corporation (5 companies)",2.06,True,
"Among entries with Supplier or Affiliation Type = Original Equipment Manufacturer, what EV Supply Chain Roles are represented?",,"The provided evidence does not include any entries with Supplier or Affiliation Type = Original Equipment Manufacturer (OEM). The evidence only lists companies under their respective EV Supply Chain Roles without specifying OEM affiliation type. Therefore, it is not possible to answer the question based on the given information.",1.7,True,
"Which companies have missing Primary OEMs, and what EV Supply Chain Role do they have?",,"The provided evidence does not specify which companies have missing Primary OEMs. Therefore, I cannot provide a list of companies with missing Primary OEMs and their EV Supply Chain Roles based on the given information.",1.29,True,
List all companies whose Product / Service text mentions 'lithium' and include their EV Supply Chain Role and Location.,,"**Battery Pack**
- F&P Georgia Manufacturing | Location: Toccoa, Stephens County

**General Automotive**
- Down 2 Earth Trailers | Location: Cartersville, Bartow County",1.39,True,
"Which companies are described as a recycler in Product / Service, and what are their Categories?",,"Recycler of copper, precious metals, and non-ferrous materials - Category: Tier 2/3  
Lithium-ion battery recycler and raw materials provider - Category: Tier 1/2  
Recycler of lithium ion batteries - Category: Tier 2/3",1.71,True,
Find companies whose Product / Service mentions 'wiring harness' or 'wire harness' and provide their Primary OEMs.,,"The provided evidence does not mention any companies whose Product / Service includes 'wiring harness' or 'wire harness'. Therefore, there are no matches to report based on the given data.",1.21,True,
"Which companies mention 'connectors' in Product / Service, and what is their EV / Battery Relevant status?",,"High-voltage EV connectors and electronics:
- Woory Industrial Co. | EV / Battery Relevant: Yes

Vehicle Assembly:
- TE Connectivity | EV / Battery Relevant: No

General Automotive:
- Racemark International LLC | EV / Battery Relevant: Yes
- Enchem America Inc. | EV / Battery Relevant: Yes",1.84,True,
Identify companies whose Product / Service mentions 'thermal' and list their EV Supply Chain Role and Primary Facility Type.,,"**EV Thermal Management Companies:**

- **ZF Gainesville LLC**
  - EV Supply Chain Role: EV thermal management and power electronics
  - Primary Facility Type: Automotive supplier footprint

- **Freudenberg-NOK**
  - EV Supply Chain Role: Thermal Management
  - Primary Facility Type: Tier 2/3",1.9,True,
List companies whose Product / Service mentions 'powder coatings' and include their Category and Location.,,"**General Automotive**
- Archer Aviation Inc. | Category: Tier 2/3 | Location: Ellaville, Schley County

**Vehicle Assembly**
- TCI Powder Coatings | Category: OEM | Location: Troup County",1.54,True,
"Which companies mention 'sensors' in Product / Service, and what EV Supply Chain Role are they assigned?",,"**General Automotive**
- Grudem | General Automotive

**EV sensors, braking, and control systems**
- YKK USA Inc. | EV sensors, braking, and control systems

**Power electronics, sensors, and EV systems**
- Yazaki North America | Power electronics, sensors, and EV systems",1.78,True,
"For each Classification Method, count the number of companies and list the top 5 companies by Employment within each method.",,"The provided evidence does not categorize companies by Classification Method, so I cannot provide a count or list based on this criterion. The EV Supply Chain Role grouping from the evidence is as follows:

**General Automotive**
1. Adient - Employment: 180
2. DaeChang Seat Company - Employment: 135
3. Denkai America - Employment: 50
4. GLOVIS Georgia LLC - Employment: 90
5. Peterson Spring - Employment: 150

**Materials**
1. Blue Bird Corp. - Employment: 275
2. Bosch (Automotive Division) - Employment: 250
3. Daesol Ausys - Employment: 97",3.46,True,
Identify entries classified as 'Public OEM footprint / supplier listing' and summarize their Categories and EV / Battery Relevant status.,,"The provided evidence does not explicitly categorize entries as 'Public OEM footprint / supplier listing'. The data groups companies by their EV Supply Chain Role without specifying whether they fall under a 'Public OEM footprint / supplier listing' category. Therefore, I cannot provide the requested summary based on the given information.

For each role listed in the evidence:

- **EV sensors, braking, and control systems:**
  - YKK USA Inc.
  
- **EV thermal systems and electronics:**
  - ZF Gainesville LLC
  
- **General Automotive:**
  - Minebea AccessSolutions USA Inc.
  
- **OEM corporate and engineering footprint (electrification):**
  - Tie Down Engineering
  
- **OEM corporate footprint and supplier integration:**
  - Trenton Pressing
  
- **OEM corporate footprint influencing EV strategy:**
  - TI Fluid Systems
  
- **OEM parent group footprint (EV + HD electrification):**
  - TN Americas Holding Inc.
  
- **OEM parent group footprint (electric truck strategy):**
  - Toyota Industries Group (TACG-TICA)
  
- **Power electronics, sensors, and EV systems:**
  - Yazaki North America
  
- **Vehicle Assembly:**
  - Kia Georgia Inc.
  - Superior Essex Inc.
  - Suzuki Manufacturing of America Corp.
  - TCI Powder Coatings
  - TDK Components USA Inc.
  - TE Connectivity
  - Teklas USA
  - Textron Specialized Vehicles
  - Thermal Ceramics Inc.
  - Thomson Plastics Inc.
  
- **Vehicle safety systems OEM (EV + ICE):**
  - TI Fluid Systems

The evidence does not provide the 'Categories and EV / Battery Relevant status' for these entries.",6.81,True,
"Which companies are classified as Direct Manufacturer, and what EV Supply Chain Roles do they cover?",,"Companies classified as Direct Manufacturer (based on their role within the EV supply chain) and their corresponding EV Supply Chain Roles are:

**High-voltage EV connectors and electronics**
- Woory Industrial Co. | Location: Georgia | Employment: 87000

**EV and ICE component manufacturing**
- Vista Metals Corp. | Location: Georgia | Employment: 1500

**Advanced electrical architecture for EVs**
- Yamaha Motor Manufacturing Corp. | Location: Georgia | Employment: 190000

**EV body, powertrain, and thermal components**
- ZF Gainesville LLC | Location: Georgia | Employment: 170000",3.21,True,
"Among companies classified as Supplier, which EV Supply Chain Role appears most frequently?",,"Among companies classified as Supplier, the EV Supply Chain Role ""General Automotive"" appears most frequently:

- Decostar Industries | Location: Buchanan, Haralson County | Employment: 80
- Arising Industries Inc. (Automotive and aircraft tires) | Location: Macon, Bibb County | Employment: 582
- Arising Industries Inc. (Rubber powders for tires) | Location: Lawrenceville, Gwinnett County | Employment: 70
- Ecoplastic Corporation | Location: Rome, Floyd County | Employment: 160
- Ecoplastic America Corporation | Location: Greensboro, Greene County | Employment: 200",3.28,True,
Find any companies where Category indicates an OEM-related class (starts with 'OEM') but Supplier or Affiliation Type is not filled; list those companies.,,"The provided evidence does not include information about Supplier or Affiliation Type, so there are no companies listed where Category indicates an OEM-related class but Supplier or Affiliation Type is missing. The data only provides details such as Company Name, Category, EV Supply Chain Role, Product / Service, Location, and Employment for each company.",1.76,True,
"According to the Methodology sheet, what is the minimum employment threshold used to include companies in this dataset?",,The minimum employment threshold used to include companies in this dataset is not specified in the provided evidence.,1.04,True,
"According to the Definitions sheet, how is the Location field formatted and how are City values standardized?",,"The Location field reports City and County in one field formatted as City, County. City values use county seats as a standardized geographic point.",1.2,True,
"According to the Definitions sheet, what controlled vocabulary is used for EV Supply Chain Role (list the roles mentioned in the definition)?",,"The controlled vocabulary used for EV Supply Chain Role includes:
- General Automotive
- Materials",0.95,True,
List all companies in Category = OEM Footprint and provide their Employment and EV Supply Chain Role.,,"OEM corporate and engineering footprint (electrification):
- Tie Down Engineering

OEM corporate footprint and supplier integration:
- Trenton Pressing

OEM corporate footprint influencing EV strategy:
- TI Fluid Systems

OEM parent group footprint (EV + HD electrification):
- TN Americas Holding Inc.

OEM parent group footprint (electric truck strategy):
- Toyota Industries Group (TACG-TICA)",1.88,True,
"Which companies have Primary Facility Type = Regional corporate operations, and what are their Categories and Locations?",,"The provided evidence does not specify the Primary Facility Type for any of the companies listed. Therefore, it is not possible to determine which companies have a Primary Facility Type = Regional corporate operations based on the given information.",1.42,True,
"Among EV / Battery Relevant = Yes companies, which Industry Groups are represented and how many companies are in each?",,"**Battery Pack**
- F&P Georgia Manufacturing (EV / Battery Relevant: Yes)
- Hyundai Motor Group (EV / Battery Relevant: Yes)

**General Automotive**
- Racemark International LLC (EV / Battery Relevant: Yes)
- Hyundai Industrial Co. (EV / Battery Relevant: Indirect, but included in the question criteria)

**Battery Cell**
- Honda Development & Manufacturing (EV / Battery Relevant: Yes)",2.19,True,
"Within Tier 1 suppliers, identify companies in 'Electronic and Other Electrical Equipment and Components' and list their Product / Service.",,"Within Tier 1 suppliers, companies in 'Electronic and Other Electrical Equipment and Components' based on the provided evidence are grouped under their respective EV Supply Chain Role:

Charging Infrastructure:
- Morgan Corp.

General Automotive:
- Murata Electronics North America Inc.
- Panasonic Automotive Systems Co.
- Nidec Elesys Americas Corp.
- SKF USA Inc.
- SHIROKI North America Inc
- SRG Global Inc.
- Seohan Auto USA
- Suhner Manufacturing Corp.",2.38,True,
"According to the Methodology sheet, how are supply chain tiers assigned (what approach is described)?",,"The provided evidence does not include information from the Methodology sheet about how supply chain tiers are assigned. Therefore, it is not possible to describe the approach used for assigning supply chain tiers based on the given data.",1.43,True,
